,0
211,0.2288
212,0.2641
213,0.2641
214,0.1616
215,0.2376
216,0.2651
217,0.2609
218,0.263
219,0.0866
220,0.2653
221,0.2372
222,0.2639
223,0.2143
224,0.2557
225,0.2683
226,0.1145
227,0.2571
228,0.2622
229,0.2641
230,0.2517
231,0.2668
232,0.2179
233,0.2676
234,0.0922
235,0.271
236,0.2494
237,0.2641
238,0.2324
239,0.2616
240,0.2506
241,0.2634
242,0.1601
243,0.2674
244,0.2563
245,0.2693
246,0.2155
247,0.2574
248,0.2676
249,0.2624
250,0.27
251,0.2548
252,0.2624
253,0.2679
254,0.2618
255,0.2641
256,0.2271
257,0.2632
258,0.2666
259,0.2674
260,0.2439
261,0.2679
262,0.2639
263,0.27
264,0.1914
265,0.2616
266,0.2618
267,0.2681
268,0.2672
269,0.2599
270,0.1523
271,0.2624
272,0.2534
273,0.2653
274,0.1901
275,0.2695
276,0.2641
277,0.2641
278,0.27
279,0.2525
280,0.2653
281,0.2641
282,0.2399
283,0.246
284,0.2689
285,0.2674
286,0.2695
287,0.2674
288,0.2477
289,0.2693
290,0.1851
291,0.2679
292,0.2263
293,0.2655
294,0.1426
295,0.2687
296,0.2674
297,0.2679
298,0.2651
299,0.2624
300,0.2298
301,0.266
302,0.2447
303,0.2697
304,0.266
305,0.2674
306,0.2655
307,0.2653
308,0.1155
309,0.229
310,0.2666
311,0.2452
312,0.2693
313,0.266
314,0.2693
315,0.2328
316,0.2639
317,0.2548
318,0.2641
319,0.2689
320,0.2151
321,0.2641
322,0.1183
323,0.2697
324,0.2485
325,0.2655
326,0.2162
327,0.2681
328,0.2609
329,0.2649
330,0.2689
331,0.2695
332,0.2651
333,0.2653
334,0.2319
335,0.2721
336,0.2244
337,0.2653
338,0.2609
339,0.2697
340,0.2527
341,0.2672
342,0.2664
343,0.2676
344,0.255
345,0.2674
346,0.2658
347,0.2674
348,0.271
349,0.2655
350,0.2628
351,0.2718
352,0.1601
353,0.2641
354,0.2697
355,0.2433
356,0.2639
357,0.1508
358,0.2641
359,0.2548
360,0.2567
361,0.2563
362,0.2601
363,0.2706
364,0.2691
365,0.2641
366,0.2662
367,0.2158
368,0.2641
369,0.2693
370,0.2672
371,0.2655
372,0.2697
373,0.2641
374,0.2664
375,0.1574
376,0.266
377,0.2441
378,0.2641
379,0.259
380,0.2611
381,0.2658
382,0.2641
383,0.2674
384,0.2674
385,0.266
386,0.2643
387,0.2672
388,0.2674
389,0.267
390,0.266
391,0.2704
392,0.2674
393,0.2632
394,0.2683
395,0.2674
396,0.2641
397,0.2378
398,0.267
399,0.2134
400,0.2697
401,0.2609
402,0.2548
403,0.2639
404,0.2693
405,0.1998
406,0.2641
407,0.266
408,0.1653
409,0.2632
410,0.2618
411,0.2641
412,0.2235
413,0.2641
414,0.2345
415,0.2727
416,0.2637
417,0.2689
418,0.2618
419,0.2685
420,0.2637
421,0.2695
422,0.1004
423,0.2641
424,0.2502
425,0.2676
426,0.2641
427,0.2641
428,0.2693
429,0.27
430,0.2618
431,0.27
432,0.2672
433,0.2548
434,0.2693
435,0.2706
436,0.2641
437,0.2641
438,0.2439
439,0.2643
440,0.2294
441,0.2641
442,0.1918
443,0.2693
444,0.2641
445,0.2641
446,0.2546
447,0.2626
448,0.2641
449,0.2641
450,0.2697
451,0.2742
452,0.1494
453,0.2668
454,0.2651
455,0.2235
456,0.2641
457,0.2641
458,0.2368
459,0.263
460,0.2641
461,0.2641
462,0.2697
463,0.2391
464,0.2706
465,0.2641
466,0.2689
467,0.2702
468,0.2637
469,0.2653
470,0.266
471,0.2697
472,0.2328
473,0.266
474,0.2345
475,0.266
476,0.2477
477,0.2307
478,0.2653
479,0.2681
480,0.2618
481,0.2693
482,0.266
483,0.266
484,0.2624
485,0.2641
486,0.2674
487,0.2721
488,0.2641
489,0.2626
490,0.2641
491,0.15
492,0.2693
493,0.2641
494,0.2693
495,0.2637
496,0.2697
497,0.266
498,0.2679
499,0.2674
500,0.2485
501,0.2674
502,0.2641
503,0.2622
504,0.2697
505,0.2641
506,0.2641
507,0.2681
508,0.27
509,0.2641
510,0.2693
511,0.2586
512,0.2674
513,0.2649
514,0.2641
515,0.2368
516,0.2641
517,0.2679
518,0.2674
519,0.2641
520,0.2668
521,0.2674
522,0.2674
523,0.266
524,0.2668
525,0.2674
526,0.2624
527,0.2643
528,0.2693
529,0.2641
530,0.266
531,0.2672
532,0.2674
533,0.2639
534,0.2674
535,0.2643
536,0.2693
537,0.2674
538,0.267
539,0.2641
540,0.2674
541,0.2639
542,0.2695
543,0.266
544,0.2666
545,0.2702
546,0.2691
547,0.27
548,0.2624
549,0.262
550,0.2697
551,0.2653
552,0.2641
553,0.2674
554,0.259
555,0.2668
556,0.263
557,0.2641
558,0.2628
559,0.2702
560,0.2641
561,0.2693
562,0.2626
563,0.2641
564,0.2706
565,0.2674
566,0.2641
567,0.2674
568,0.263
569,0.2565
570,0.2695
571,0.2679
572,0.263
573,0.2674
574,0.266
575,0.2674
576,0.2658
577,0.2641
578,0.2641
579,0.2697
580,0.266
581,0.2645
582,0.2679
583,0.2674
584,0.2637
585,0.2641
586,0.2674
587,0.2674
588,0.2641
589,0.2651
590,0.2693
591,0.266
592,0.2643
593,0.2674
594,0.2641
595,0.2674
596,0.2674
597,0.2641
598,0.2702
599,0.2571
600,0.2641
601,0.2697
602,0.2723
603,0.2639
604,0.2668
605,0.2697
606,0.2674
607,0.2641
608,0.2674
609,0.2674
610,0.2641
611,0.2655
612,0.2674
613,0.2641
614,0.2639
615,0.2674
616,0.266
617,0.2693
618,0.266
619,0.2693
620,0.266
621,0.2645
622,0.2674
623,0.2674
624,0.2641
625,0.2674
626,0.2639
627,0.2641
628,0.2454
629,0.2674
630,0.2639
631,0.2641
632,0.2611
633,0.2674
634,0.2639
635,0.266
636,0.2674
637,0.2609
638,0.2689
639,0.2674
640,0.266
641,0.266
642,0.2697
643,0.2693
644,0.2641
645,0.266
646,0.2697
647,0.2697
648,0.2641
649,0.266
650,0.2697
651,0.2697
652,0.266
653,0.266
654,0.2697
655,0.2697
656,0.2641
657,0.266
658,0.2697
659,0.2697
660,0.2641
661,0.2641
662,0.2697
663,0.2697
664,0.2641
665,0.2641
666,0.263
667,0.2697
668,0.2641
669,0.2641
670,0.2697
671,0.2697
672,0.2641
673,0.2641
674,0.2697
675,0.2697
676,0.2641
677,0.2641
678,0.2529
679,0.2693
680,0.2641
681,0.266
682,0.2655
683,0.266
684,0.266
685,0.27
686,0.2674
687,0.2641
688,0.266
689,0.2693
690,0.2655
691,0.266
692,0.266
693,0.2674
694,0.2706
695,0.266
696,0.266
697,0.2681
698,0.2674
699,0.266
700,0.266
