,0
180,0.2384
181,0.2388
182,0.1413
183,0.1446
184,0.2373
185,0.2397
186,0.0679
187,0.169
188,0.227
189,0.2376
190,0.0718
191,0.1989
192,0.2216
193,0.2372
194,0.0854
195,0.2216
196,0.2382
197,0.2399
198,0.1561
199,0.2176
200,0.2396
201,0.2354
202,0.1913
203,0.1425
204,0.2343
205,0.2376
206,0.0416
207,0.162
208,0.2314
209,0.2382
210,0.1662
211,0.2157
212,0.238
213,0.2376
214,0.1699
215,0.2095
216,0.2373
217,0.2268
218,0.2222
219,0.0697
220,0.233
221,0.2053
222,0.2271
223,0.1933
224,0.2213
225,0.2375
226,0.1068
227,0.2185
228,0.2334
229,0.24
230,0.2116
231,0.2387
232,0.1941
233,0.2325
234,0.0838
235,0.2368
236,0.2161
237,0.2376
238,0.2066
239,0.2226
240,0.2275
241,0.2374
242,0.154
243,0.2368
244,0.2317
245,0.2359
246,0.197
247,0.222
248,0.2304
249,0.2401
250,0.23
251,0.2163
252,0.2297
253,0.2403
254,0.239
255,0.2403
256,0.2054
257,0.2269
258,0.2409
259,0.2349
260,0.209
261,0.2384
262,0.2375
263,0.2373
264,0.1882
265,0.2269
266,0.228
267,0.2354
268,0.2266
269,0.2271
270,0.1203
271,0.2276
272,0.2221
273,0.2241
274,0.166
275,0.2377
276,0.2354
277,0.238
278,0.2284
279,0.2155
280,0.2375
281,0.2409
282,0.2123
283,0.2162
284,0.2367
285,0.2389
286,0.2369
287,0.2335
288,0.2225
289,0.2357
290,0.1675
291,0.2339
292,0.1907
293,0.2375
294,0.1387
295,0.2359
296,0.2412
297,0.2379
298,0.2364
299,0.2399
300,0.1981
301,0.2403
302,0.21
303,0.2276
304,0.2407
305,0.2359
306,0.2305
307,0.2389
308,0.1204
309,0.2004
310,0.2372
311,0.2253
312,0.2296
313,0.239
314,0.231
315,0.212
316,0.2382
317,0.2248
318,0.2328
319,0.2359
320,0.1876
321,0.2399
322,0.102
323,0.2375
324,0.2054
325,0.2292
326,0.1784
327,0.2356
328,0.2154
329,0.2271
330,0.2213
331,0.2377
332,0.2272
333,0.2298
334,0.1901
335,0.2423
336,0.2144
337,0.2317
338,0.2218
339,0.2354
340,0.2154
341,0.2337
342,0.236
343,0.2387
344,0.2183
345,0.2338
346,0.2393
347,0.2386
348,0.2339
349,0.2387
350,0.2375
351,0.2387
352,0.156
353,0.2357
354,0.2328
355,0.2185
356,0.2387
357,0.1338
358,0.2308
359,0.2212
360,0.2264
361,0.2292
362,0.2258
363,0.2375
364,0.2366
365,0.2354
366,0.2388
367,0.1704
368,0.2386
369,0.2308
370,0.2296
371,0.2284
372,0.2313
373,0.2212
374,0.2396
375,0.1423
376,0.239
377,0.2064
378,0.2395
379,0.2152
380,0.2286
381,0.2316
382,0.2399
383,0.2382
384,0.2389
385,0.2372
386,0.2398
387,0.2317
388,0.236
389,0.2327
390,0.24
391,0.2337
392,0.2355
393,0.2414
394,0.2375
395,0.2352
396,0.2382
397,0.2043
398,0.24
399,0.193
400,0.2327
401,0.2215
402,0.2254
403,0.2277
404,0.2377
405,0.1571
406,0.2327
407,0.2392
408,0.1356
409,0.2266
410,0.2347
411,0.2413
412,0.1818
413,0.2372
414,0.2172
415,0.2402
416,0.2393
417,0.2375
418,0.2299
419,0.2393
420,0.2389
421,0.239
422,0.0795
423,0.2353
424,0.2202
425,0.2389
426,0.22
427,0.2347
428,0.2393
429,0.2336
430,0.212
431,0.2375
432,0.2326
433,0.2248
434,0.2341
435,0.2357
436,0.2293
437,0.2389
438,0.2
439,0.2316
440,0.2149
441,0.2395
442,0.1584
443,0.2331
444,0.236
445,0.2346
446,0.2138
447,0.2223
448,0.2296
449,0.2346
450,0.2295
451,0.2284
452,0.1485
453,0.2376
454,0.2372
455,0.1898
456,0.2345
457,0.2391
458,0.2039
459,0.2238
460,0.2334
461,0.2377
462,0.2375
463,0.1939
464,0.2362
465,0.2386
466,0.2341
467,0.2374
468,0.2416
469,0.2408
470,0.2372
471,0.2359
472,0.1976
473,0.2378
474,0.1888
475,0.239
476,0.2142
477,0.206
478,0.239
479,0.2422
480,0.2272
481,0.2333
482,0.2382
483,0.2389
484,0.2376
485,0.2386
486,0.2384
487,0.2395
488,0.2397
489,0.2181
490,0.2382
491,0.1133
492,0.2284
493,0.2391
494,0.2403
495,0.2379
496,0.2271
497,0.2378
498,0.2396
499,0.2254
500,0.2239
501,0.2396
502,0.2386
503,0.217
504,0.2347
505,0.241
506,0.2386
507,0.2166
508,0.2292
509,0.2328
510,0.2367
511,0.2232
512,0.2389
513,0.2409
514,0.2377
515,0.1983
516,0.2364
517,0.2431
518,0.2374
519,0.2399
520,0.2399
521,0.233
522,0.2338
523,0.239
524,0.2395
525,0.2309
526,0.2389
527,0.2382
528,0.2375
529,0.2386
530,0.2391
531,0.2314
532,0.236
533,0.2414
534,0.2396
535,0.2405
536,0.2403
537,0.2322
538,0.2369
539,0.2376
540,0.2389
541,0.2386
542,0.241
543,0.2396
544,0.2368
545,0.2375
546,0.2391
547,0.2375
548,0.2378
549,0.2386
550,0.234
551,0.2416
552,0.2386
553,0.2375
554,0.2392
555,0.2375
556,0.2226
557,0.2382
558,0.2375
559,0.2375
560,0.2416
561,0.2375
562,0.2228
563,0.2378
564,0.2308
565,0.2381
566,0.2383
567,0.2375
568,0.2242
569,0.2153
570,0.2375
571,0.2375
572,0.2373
573,0.2368
574,0.2375
575,0.235
576,0.2389
577,0.2395
578,0.2431
579,0.2375
580,0.2375
581,0.2403
582,0.2375
583,0.2393
584,0.2389
585,0.2375
586,0.235
587,0.2386
588,0.2366
589,0.2371
590,0.2375
591,0.2416
592,0.2375
593,0.2375
594,0.2435
595,0.2375
596,0.2381
597,0.2416
598,0.2384
599,0.2244
600,0.2362
601,0.2273
602,0.2375
603,0.2252
604,0.2375
605,0.2382
606,0.2396
607,0.2395
608,0.2382
609,0.2389
610,0.2416
611,0.2375
612,0.2389
613,0.2375
614,0.2375
615,0.2374
616,0.2375
617,0.2375
618,0.2389
619,0.2375
620,0.2414
621,0.2389
622,0.2375
623,0.2396
624,0.2395
625,0.2368
626,0.243
627,0.2421
628,0.2178
629,0.2343
630,0.2401
631,0.2414
632,0.2193
633,0.2308
634,0.2386
635,0.2375
636,0.2343
637,0.2386
638,0.2381
639,0.2375
640,0.2375
641,0.239
642,0.2308
643,0.2375
644,0.2382
645,0.2386
646,0.2328
647,0.2375
648,0.2382
649,0.2386
650,0.2303
651,0.2375
652,0.2378
653,0.2386
654,0.2345
655,0.225
656,0.2382
657,0.2386
658,0.2332
659,0.2341
660,0.2391
661,0.2386
662,0.2307
663,0.2341
664,0.2382
665,0.2382
666,0.2274
667,0.2341
668,0.2382
669,0.2416
670,0.2346
671,0.2341
672,0.2382
673,0.2382
674,0.2303
675,0.2328
676,0.2382
677,0.2382
678,0.2042
679,0.2375
680,0.2382
681,0.2389
682,0.2375
683,0.2389
684,0.2416
685,0.2375
686,0.2375
687,0.2382
688,0.2375
689,0.2375
690,0.2375
691,0.2396
692,0.2389
693,0.2375
694,0.2389
695,0.2375
696,0.2389
697,0.2375
698,0.2375
699,0.2389
700,0.2375
